party	member_name	question	answer	comment
Nacionalinis susivienijimas	Darius Trečiakauskas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai nesutinku	Reikalinga esminė rinkimų sistemos reforma, neatitinkanti šios formuluotės.
Nacionalinis susivienijimas	Darius Trečiakauskas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	Svarbu, kad daugiau galių būtų perduodama ne savivaldybėms, kurios vis tiek yra toli nuo žmonių ir jų problemų, o seniūnijoms. Seniūnai turi būti renkami tiesiogiai, jų galios turi būti išplėstos, o biudžetai formuojami savarankiškai (ne dalinant savivaldybei).
Nacionalinis susivienijimas	Erikas Černauskas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	14. Bausmės nusikaltėliams turi būti griežtinamos	Visiškai sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Greičiau nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai sutinku	
Nacionalinis susivienijimas	Erikas Černauskas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	
Nacionalinis susivienijimas	Erikas Černauskas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Nacionalinis susivienijimas	Erikas Černauskas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	14. Bausmės nusikaltėliams turi būti griežtinamos	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Greičiau sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai nesutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau sutinku	
Nacionalinis susivienijimas	Robertas Ramanauskas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Nacionalinis susivienijimas	Robertas Ramanauskas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Neturiu nuomonės	
Nacionalinis susivienijimas	Stasys Buškevičius	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	
Nacionalinis susivienijimas	Stasys Buškevičius	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Greičiau nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Neturiu nuomonės	
Nacionalinis susivienijimas	Stasys Buškevičius	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai sutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Visiškai nesutinku	
Nacionalinis susivienijimas	Stasys Buškevičius	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Nacionalinis susivienijimas	Stasys Buškevičius	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Darbo partija	Ričardas Lekavičius	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	Gaunantiems dideles pajamas.
Darbo partija	Ričardas Lekavičius	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau sutinku	Subsidijuojamas sritis privalo kontroliuoti.
Darbo partija	Ričardas Lekavičius	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Darbo partija	Ričardas Lekavičius	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau nesutinku	Retorinis klausimas: o kas pasirūpins nepelningomis, bet būtinomis paslaugomis?
Darbo partija	Ričardas Lekavičius	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai sutinku	PVM 7 procentai.
Darbo partija	Ričardas Lekavičius	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Greičiau nesutinku	Klausimas prieštaraujantis pirmajam.
Darbo partija	Ričardas Lekavičius	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau nesutinku	Paslaugos tiek didmiesčiuose, tiek kaime turi būti prieinamos vienodai.
Darbo partija	Ričardas Lekavičius	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau nesutinku	
Darbo partija	Ričardas Lekavičius	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Užsieniečiams, taip.
Darbo partija	Ričardas Lekavičius	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai nesutinku	Šeima - vyras, moteris ir jų palikuonys.
Darbo partija	Ričardas Lekavičius	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai sutinku	
Darbo partija	Ričardas Lekavičius	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Darbo partija	Ričardas Lekavičius	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Neturi likti galimybės išvengti teisingumo.
Darbo partija	Ričardas Lekavičius	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai nesutinku	Reikia suteikti daugiau galių.
Darbo partija	Ričardas Lekavičius	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Greičiau sutinku	
Darbo partija	Ričardas Lekavičius	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	
Darbo partija	Ričardas Lekavičius	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Nei taip, nei ne	
Darbo partija	Ričardas Lekavičius	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau nesutinku	
Darbo partija	Ričardas Lekavičius	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Darbo partija	Ričardas Lekavičius	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai sutinku	
Darbo partija	Ričardas Lekavičius	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	
Darbo partija	Ričardas Lekavičius	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Darbo partija	Ričardas Lekavičius	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	Neturėtų politikai spręsti tokių klausimų.
Darbo partija	Ričardas Lekavičius	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai nesutinku	Neturėtų politikai spręsti tokių klausimų.
Darbo partija	Ričardas Lekavičius	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Visiškai sutinku	Reikia bendrauti su tėvais, kad tokių klausimų net nekiltų. Prievarta iššaukia atitinkamą reakciją.
Darbo partija	Ričardas Lekavičius	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai nesutinku	
Darbo partija	Ričardas Lekavičius	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	Seniūnai turi būti renkami, o ne skiriami ir turėti seniūnijos biudžetą.
Darbo partija	Vytautas Mazrimas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai sutinku	
Darbo partija	Vytautas Mazrimas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Darbo partija	Vytautas Mazrimas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Nei taip, nei ne	
Darbo partija	Vytautas Mazrimas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	14. Bausmės nusikaltėliams turi būti griežtinamos	Visiškai sutinku	
Darbo partija	Vytautas Mazrimas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Nei taip, nei ne	
Darbo partija	Vytautas Mazrimas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Nei taip, nei ne	
Darbo partija	Vytautas Mazrimas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau nesutinku	
Darbo partija	Vytautas Mazrimas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Nei taip, nei ne	
Darbo partija	Vytautas Mazrimas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau sutinku	
Darbo partija	Vytautas Mazrimas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Darbo partija	Vytautas Mazrimas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	
